序号,问题,答案,标准名称,标准编号,问答类型,适配路径,来源记录ID,来源链接,复核状态
1136,标准《农作物抗病性鉴定技术规范 第3部分：水稻抗纹枯病》的编号是什么？,该标准的编号为DB52/T 1501.3-2020。,农作物抗病性鉴定技术规范 第3部分：水稻抗纹枯病,DB52/T 1501.3-2020,事实型问答,GraphRAG-MCP快路径,standard_18403d4e04271ebe,https://std.samr.gov.cn/db/search/stdDBDetailed?id=A92FB418676F1044E05397BE0A0A2724,机器构建后待人工复核
1137,标准《稻渔综合种养技术规程 第2部分：水稻种植》的编号是什么？,该标准的编号为DB52/T 1672.2-2022。,稻渔综合种养技术规程 第2部分：水稻种植,DB52/T 1672.2-2022,事实型问答,GraphRAG-MCP快路径,standard_8cb3becb864792f5,https://std.samr.gov.cn/db/search/stdDBDetailed?id=E3ACCB05F6200BFFE05397BE0A0AD5AA,机器构建后待人工复核
1138,标准《利用油菜、水稻制作田地艺术景观技术规程》的编号是什么？,该标准的编号为DB52/T 1697-2022。,利用油菜、水稻制作田地艺术景观技术规程,DB52/T 1697-2022,事实型问答,GraphRAG-MCP快路径,standard_98535213943fca32,https://std.samr.gov.cn/db/search/stdDBDetailed?id=EFD894116AEE884CE05397BE0A0AEDB7,机器构建后待人工复核
1139,标准《水稻控氮栽培技术规程》的编号是什么？,该标准的编号为DB52/T 1710-2023。,水稻控氮栽培技术规程,DB52/T 1710-2023,事实型问答,GraphRAG-MCP快路径,standard_5379582ff6f5622a,https://std.samr.gov.cn/db/search/stdDBDetailed?id=F805A552036DB6D2E05397BE0A0ABA41,机器构建后待人工复核
1140,标准《鲜食玉米-水稻轮作技术规程》的编号是什么？,该标准的编号为DB52/T 1849-2024。,鲜食玉米-水稻轮作技术规程,DB52/T 1849-2024,事实型问答,GraphRAG-MCP快路径,standard_28358f77f25eb381,https://std.samr.gov.cn/db/search/stdDBDetailed?id=2302EBE50A99A4A8E06397BE0A0A6177,机器构建后待人工复核
1141,标准《贵州省水稻旱育稀植栽培技术规范》的编号是什么？,该标准的编号为DB52/T 430-2001。,贵州省水稻旱育稀植栽培技术规范,DB52/T 430-2001,事实型问答,GraphRAG-MCP快路径,standard_d85621477a18b243,https://std.samr.gov.cn/db/search/stdDBDetailed?id=91D99E4D6CF62E24E05397BE0A0A3A10,机器构建后待人工复核
1142,标准《贵州省水稻两用核不育系育性标准》的编号是什么？,该标准的编号为DB52/T 431-2001。,贵州省水稻两用核不育系育性标准,DB52/T 431-2001,事实型问答,GraphRAG-MCP快路径,standard_f3cceb478007a7ff,https://std.samr.gov.cn/db/search/stdDBDetailed?id=91D99E4D85122E24E05397BE0A0A3A10,机器构建后待人工复核
1143,标准《水稻超高产栽培技术规范》的编号是什么？,该标准的编号为DB52/T 476-2004。,水稻超高产栽培技术规范,DB52/T 476-2004,事实型问答,GraphRAG-MCP快路径,standard_44e83d05211b59b5,https://std.samr.gov.cn/db/search/stdDBDetailed?id=91D99E4D50842E24E05397BE0A0A3A10,机器构建后待人工复核
1144,标准《贵州省水稻二化螟监测技术规范》的编号是什么？,该标准的编号为DB52/T 481-2005。,贵州省水稻二化螟监测技术规范,DB52/T 481-2005,事实型问答,GraphRAG-MCP快路径,standard_fd75dd72aeb9815c,https://std.samr.gov.cn/db/search/stdDBDetailed?id=91D99E4D0C2B2E24E05397BE0A0A3A10,机器构建后待人工复核
1145,标准《杂交水稻强化栽培技术规范》的编号是什么？,该标准的编号为DB52/T 536-2008。,杂交水稻强化栽培技术规范,DB52/T 536-2008,事实型问答,GraphRAG-MCP快路径,standard_c0635d1c564603ed,https://std.samr.gov.cn/db/search/stdDBDetailed?id=91D99E4D6A2A2E24E05397BE0A0A3A10,机器构建后待人工复核
1146,标准《水稻免耕移栽生产技术规程》的编号是什么？,该标准的编号为DB52/T 555-2009。,水稻免耕移栽生产技术规程,DB52/T 555-2009,事实型问答,GraphRAG-MCP快路径,standard_0500c78a4c80542c,https://std.samr.gov.cn/db/search/stdDBDetailed?id=91D99E4D6EBB2E24E05397BE0A0A3A10,机器构建后待人工复核
1147,标准《杂交水稻五五精确定量栽培技术规范》的编号是什么？,该标准的编号为DB52/T 724-2011。,杂交水稻五五精确定量栽培技术规范,DB52/T 724-2011,事实型问答,GraphRAG-MCP快路径,standard_0dd048ce567442e5,https://std.samr.gov.cn/db/search/stdDBDetailed?id=91D99E4D8EBA2E24E05397BE0A0A3A10,机器构建后待人工复核
1148,标准《水稻旱育分厢丢秧栽培技术规范》的编号是什么？,该标准的编号为DB52/T 729-2011。,水稻旱育分厢丢秧栽培技术规范,DB52/T 729-2011,事实型问答,GraphRAG-MCP快路径,standard_d42b8c9ffe8e2948,https://std.samr.gov.cn/db/search/stdDBDetailed?id=91D99E4D2DF92E24E05397BE0A0A3A10,机器构建后待人工复核
1149,标准《贵州省水稻机插秧栽培技术规范》的编号是什么？,该标准的编号为DB52/T 898-2014。,贵州省水稻机插秧栽培技术规范,DB52/T 898-2014,事实型问答,GraphRAG-MCP快路径,standard_6867c2a93659097e,https://std.samr.gov.cn/db/search/stdDBDetailed?id=91D99E4D8A912E24E05397BE0A0A3A10,机器构建后待人工复核
1150,标准《水稻品种区域试验方案及试验记载项目》的编号是什么？,该标准的编号为DB53/ B21025～26-1990。,水稻品种区域试验方案及试验记载项目,DB53/ B21025～26-1990,事实型问答,GraphRAG-MCP快路径,standard_c11fff05e22ad19d,https://std.samr.gov.cn/db/search/stdDBDetailed?id=91D99E4D0D942E24E05397BE0A0A3A10,机器构建后待人工复核
1151,标准《水稻机插秧栽培技术规程》的编号是什么？,该标准的编号为DB53/T 1098-2022。,水稻机插秧栽培技术规程,DB53/T 1098-2022,事实型问答,GraphRAG-MCP快路径,standard_ebd9878eb2b5d1f1,https://std.samr.gov.cn/db/search/stdDBDetailed?id=E3BECCD9A3C28941E05397BE0A0A518A,机器构建后待人工复核
1152,标准《籼型香软米水稻品种复壮技术规程》的编号是什么？,该标准的编号为DB53/T 1184-2023。,籼型香软米水稻品种复壮技术规程,DB53/T 1184-2023,事实型问答,GraphRAG-MCP快路径,standard_2613ed7d4ae5a165,https://std.samr.gov.cn/db/search/stdDBDetailed?id=04357299374C19C2E06397BE0A0A4FC4,机器构建后待人工复核
1153,标准《“水稻种植专家系统”应用技术规程》的编号是什么？,该标准的编号为DB53/T 131-2005。,“水稻种植专家系统”应用技术规程,DB53/T 131-2005,事实型问答,GraphRAG-MCP快路径,standard_b38d999ab58f436e,https://std.samr.gov.cn/db/search/stdDBDetailed?id=91D99E4DA12A2E24E05397BE0A0A3A10,机器构建后待人工复核
1154,标准《水稻对白背飞虱抗性鉴定与评价技术规程》的编号是什么？,该标准的编号为DB53/T 1338-2025。,水稻对白背飞虱抗性鉴定与评价技术规程,DB53/T 1338-2025,事实型问答,GraphRAG-MCP快路径,standard_f7b0ebd3fb9b249d,https://std.samr.gov.cn/db/search/stdDBDetailed?id=32F455ACC5A36023E06397BE0A0A61C9,机器构建后待人工复核
1155,标准《水稻化肥农药减量增效技术规范》的编号是什么？,该标准的编号为DB53/T 1339-2025。,水稻化肥农药减量增效技术规范,DB53/T 1339-2025,事实型问答,GraphRAG-MCP快路径,standard_1b0c36e6baa95368,https://std.samr.gov.cn/db/search/stdDBDetailed?id=32F455ACC5A46023E06397BE0A0A61C9,机器构建后待人工复核
1156,标准《水稻全程机械化生产技术规程》的编号是什么？,该标准的编号为DB53/T 1418-2025。,水稻全程机械化生产技术规程,DB53/T 1418-2025,事实型问答,GraphRAG-MCP快路径,standard_f7d78b4472758630,https://std.samr.gov.cn/db/search/stdDBDetailed?id=3B85E0EB5E0C4149E06397BE0A0A5532,机器构建后待人工复核
1157,标准《玉溪市水稻化肥减量增效技术规程》的编号是什么？,该标准的编号为DB5304/T 081—2024。,玉溪市水稻化肥减量增效技术规程,DB5304/T 081—2024,事实型问答,GraphRAG-MCP快路径,standard_a2250b3d1a791a4f,https://std.samr.gov.cn/db/search/stdDBDetailed?id=1EEC4D79DEE7E865E06397BE0A0A2246,机器构建后待人工复核
1158,标准《玉溪市水稻化学农药减量增效技术规程》的编号是什么？,该标准的编号为DB5304/T 082—2024。,玉溪市水稻化学农药减量增效技术规程,DB5304/T 082—2024,事实型问答,GraphRAG-MCP快路径,standard_4e0f1cd322b85eba,https://std.samr.gov.cn/db/search/stdDBDetailed?id=1EEC4D79DEE8E865E06397BE0A0A2246,机器构建后待人工复核
1159,标准《保山市水稻全程机械化生产技术规程》的编号是什么？,该标准的编号为DB5305/T 106-2023。,保山市水稻全程机械化生产技术规程,DB5305/T 106-2023,事实型问答,GraphRAG-MCP快路径,standard_c1d6baec0dc4a8aa,https://std.samr.gov.cn/db/search/stdDBDetailed?id=001DF4028C9B52BCE06397BE0A0A7A81,机器构建后待人工复核
1160,标准《红细软水稻生产技术规程》的编号是什么？,该标准的编号为DB5305/T 172-2024。,红细软水稻生产技术规程,DB5305/T 172-2024,事实型问答,GraphRAG-MCP快路径,standard_02fdefc64966531a,https://std.samr.gov.cn/db/search/stdDBDetailed?id=1A9A598F02B8AA06E06397BE0A0AAF23,机器构建后待人工复核
1161,标准《水稻病虫草害绿色防控技术规范》的编号是什么？,该标准的编号为DB5305/T 184-2024。,水稻病虫草害绿色防控技术规范,DB5305/T 184-2024,事实型问答,GraphRAG-MCP快路径,standard_fe8a662c0698e185,https://std.samr.gov.cn/db/search/stdDBDetailed?id=21BF99D3746B7364E06397BE0A0A4366,机器构建后待人工复核
1162,标准《水稻两用核不育系繁殖技术规程》的编号是什么？,该标准的编号为DB5305/T 35-2020。,水稻两用核不育系繁殖技术规程,DB5305/T 35-2020,事实型问答,GraphRAG-MCP快路径,standard_0aa3e4ca73da8d9e,https://std.samr.gov.cn/db/search/stdDBDetailed?id=A0680B968D60AC03E05397BE0A0A2F38,机器构建后待人工复核
1163,标准《大棚辣椒/水稻周年轮作栽培技术规程》的编号是什么？,该标准的编号为DB5305/T 54-2021。,大棚辣椒/水稻周年轮作栽培技术规程,DB5305/T 54-2021,事实型问答,GraphRAG-MCP快路径,standard_1087f753bbf48025,https://std.samr.gov.cn/db/search/stdDBDetailed?id=C8CC157F2C5A86FEE05397BE0A0A0726,机器构建后待人工复核
1164,标准《保山市水稻机插秧育秧技术规程》的编号是什么？,该标准的编号为DB5305/T 79-2022。,保山市水稻机插秧育秧技术规程,DB5305/T 79-2022,事实型问答,GraphRAG-MCP快路径,standard_1ec2ea5154b197d4,https://std.samr.gov.cn/db/search/stdDBDetailed?id=E428AC8601A55F8BE05397BE0A0A5C07,机器构建后待人工复核
1165,标准《水稻化肥减施技术规程》的编号是什么？,该标准的编号为DB5306/T 158－2025。,水稻化肥减施技术规程,DB5306/T 158－2025,事实型问答,GraphRAG-MCP快路径,standard_fad8d8dffc87d74b,https://std.samr.gov.cn/db/search/stdDBDetailed?id=2E122B53B53DC835E06397BE0A0A1F7A,机器构建后待人工复核
1166,标准《杂交水稻不育系云109A繁种技术规程》的编号是什么？,该标准的编号为DB5308/T 28-2016。,杂交水稻不育系云109A繁种技术规程,DB5308/T 28-2016,事实型问答,GraphRAG-MCP快路径,standard_61183ae16896bb7c,https://std.samr.gov.cn/db/search/stdDBDetailed?id=A24B14ACD7C97115E05397BE0A0AE9E0,机器构建后待人工复核
1167,标准《杂交水稻不育系云糯1A繁种技术规程》的编号是什么？,该标准的编号为DB5308/T 29-2016。,杂交水稻不育系云糯1A繁种技术规程,DB5308/T 29-2016,事实型问答,GraphRAG-MCP快路径,standard_509605e2e258d427,https://std.samr.gov.cn/db/search/stdDBDetailed?id=A24B14ACD7CA7115E05397BE0A0AE9E0,机器构建后待人工复核
1168,标准《杂交水稻不育系云软15A繁种技术规程》的编号是什么？,该标准的编号为DB5308/T 30-2016。,杂交水稻不育系云软15A繁种技术规程,DB5308/T 30-2016,事实型问答,GraphRAG-MCP快路径,standard_82a5d5099126b01c,https://std.samr.gov.cn/db/search/stdDBDetailed?id=A24B14ACD7CB7115E05397BE0A0AE9E0,机器构建后待人工复核
1169,标准《普洱市水稻湿直播栽培技术规程》的编号是什么？,该标准的编号为DB5308/T 65—2022。,普洱市水稻湿直播栽培技术规程,DB5308/T 65—2022,事实型问答,GraphRAG-MCP快路径,standard_18292242f355c137,https://std.samr.gov.cn/db/search/stdDBDetailed?id=F067CE62BCA17D44E05397BE0A0A92EE,机器构建后待人工复核
1170,标准《水稻旱地覆膜直播技术规程》的编号是什么？,该标准的编号为DB5326/T 003—2024。,水稻旱地覆膜直播技术规程,DB5326/T 003—2024,事实型问答,GraphRAG-MCP快路径,standard_0f8fcdb1378a1bf2,https://std.samr.gov.cn/db/search/stdDBDetailed?id=27537426D7100A3BE06397BE0A0ACD62,机器构建后待人工复核
1171,标准《洱海流域水稻生产化学农药减量技术》的编号是什么？,该标准的编号为DB5329/T 108-2024。,洱海流域水稻生产化学农药减量技术,DB5329/T 108-2024,事实型问答,GraphRAG-MCP快路径,standard_2e3da14ed5ad5b2d,https://std.samr.gov.cn/db/search/stdDBDetailed?id=0F35003B8C1695A5E06397BE0A0ACA25,机器构建后待人工复核
1172,标准《洱海流域水稻生态种植技术规程》的编号是什么？,该标准的编号为DB5329/T 63-2019。,洱海流域水稻生态种植技术规程,DB5329/T 63-2019,事实型问答,GraphRAG-MCP快路径,standard_e6769d0b64d7daa7,https://std.samr.gov.cn/db/search/stdDBDetailed?id=9FEFEEE4CC09BADCE05397BE0A0AEEBB,机器构建后待人工复核
1173,标准《洱海流域水稻生态种植技术规程》的编号是什么？,该标准的编号为DB5329/T 63-2022。,洱海流域水稻生态种植技术规程,DB5329/T 63-2022,事实型问答,GraphRAG-MCP快路径,standard_d4e6ac8cd389d0ae,https://std.samr.gov.cn/db/search/stdDBDetailed?id=DE53FD6980101991E05397BE0A0A3155,机器构建后待人工复核
1174,标准《德宏水稻生产技术综合规范第1部分品种选择》的编号是什么？,该标准的编号为DB5331/T 18.1-2019。,德宏水稻生产技术综合规范第1部分品种选择,DB5331/T 18.1-2019,事实型问答,GraphRAG-MCP快路径,standard_6620bb20d6bb17fb,https://std.samr.gov.cn/db/search/stdDBDetailed?id=A1044A364CD106CAE05397BE0A0AC252,机器构建后待人工复核
1175,标准《德宏水稻生产技术综合规范第2部分育秧技术》的编号是什么？,该标准的编号为DB5331/T 18.2-2019。,德宏水稻生产技术综合规范第2部分育秧技术,DB5331/T 18.2-2019,事实型问答,GraphRAG-MCP快路径,standard_e6e87dafd0b6118d,https://std.samr.gov.cn/db/search/stdDBDetailed?id=A1044A364CD206CAE05397BE0A0AC252,机器构建后待人工复核
1176,标准《德宏水稻生产技术综合规范第3部分插秧技术》的编号是什么？,该标准的编号为DB5331/T 18.3-2019。,德宏水稻生产技术综合规范第3部分插秧技术,DB5331/T 18.3-2019,事实型问答,GraphRAG-MCP快路径,standard_21ee14bc3c9416fa,https://std.samr.gov.cn/db/search/stdDBDetailed?id=A1044A364CD406CAE05397BE0A0AC252,机器构建后待人工复核
1177,标准《德宏水稻生产技术综合规范第4部分大田管理技术》的编号是什么？,该标准的编号为DB5331/T 18.4-2019。,德宏水稻生产技术综合规范第4部分大田管理技术,DB5331/T 18.4-2019,事实型问答,GraphRAG-MCP快路径,standard_2bbe6270c6d18240,https://std.samr.gov.cn/db/search/stdDBDetailed?id=A1044A364CD306CAE05397BE0A0AC252,机器构建后待人工复核
1178,标准《水稻工厂化育秧技术规范》的编号是什么？,该标准的编号为DB5331/T 38-2021。,水稻工厂化育秧技术规范,DB5331/T 38-2021,事实型问答,GraphRAG-MCP快路径,standard_1063e632a69943f0,https://std.samr.gov.cn/db/search/stdDBDetailed?id=DAB5EFAB510BC09AE05397BE0A0AAD9E,机器构建后待人工复核
1179,标准《德宏州水稻机械化穴直播技术规程》的编号是什么？,该标准的编号为DB5331/T 40-2023。,德宏州水稻机械化穴直播技术规程,DB5331/T 40-2023,事实型问答,GraphRAG-MCP快路径,standard_4bda855f776513f0,https://std.samr.gov.cn/db/search/stdDBDetailed?id=FD9B9258167B9EA2E05397BE0A0AF96B,机器构建后待人工复核
1180,标准《德宏州水稻稻瘟病防控技术规范》的编号是什么？,该标准的编号为DB5331/T 56-2024。,德宏州水稻稻瘟病防控技术规范,DB5331/T 56-2024,事实型问答,GraphRAG-MCP快路径,standard_b8a5b50af878e870,https://std.samr.gov.cn/db/search/stdDBDetailed?id=16E88B77DC5E42B2E06397BE0A0A97FC,机器构建后待人工复核
1181,标准《德宏州水稻机械化生产技术规程》的编号是什么？,该标准的编号为DB5331/T 58-2024。,德宏州水稻机械化生产技术规程,DB5331/T 58-2024,事实型问答,GraphRAG-MCP快路径,standard_a6fe6b66cfaaf4cb,https://std.samr.gov.cn/db/search/stdDBDetailed?id=16E88B77DC6042B2E06397BE0A0A97FC,机器构建后待人工复核
1182,标准《德宏州南方水稻黑条矮缩病防控技术规程》的编号是什么？,该标准的编号为DB5331/T 69-2024。,德宏州南方水稻黑条矮缩病防控技术规程,DB5331/T 69-2024,事实型问答,GraphRAG-MCP快路径,standard_7bf47f6a0bb5a1c9,https://std.samr.gov.cn/db/search/stdDBDetailed?id=1D403F04E6C5816FE06397BE0A0A9AA3,机器构建后待人工复核
